Customer_ID,Age,Gender,Marital_Status,Income,Total_Transaction_Count,Total_Transaction_Amount,Average_Transaction_Amount,Transaction_Frequency,Online_Banking_Usage,ATM_Usage,Mobile_App_Usage,Num_Active_Banking_Products,Credit_Score,Outstanding_Debt,Num_Savings_Accounts,Investment_Portfolio_Details,Location,State,Zip_Code,Branch_Proximity,Preferred_Communication_Channel,Preferred_Banking_Channel,Frequency_of_Logins,Duration_of_Online_Sessions,Response_to_Marketing_Campaigns,Length_of_Customer_Relationship,Churn_Status,Overdraft_Incidents,Late_Payments,Feedback_Scores,Customer_Service_Interactions
453,29,Male,Married,64758,41,7487.918016948254,424.89377529439935,Weekly,1,1,0,4,647,2979.1744845036123,2,Low,City_64,State_5,16803,9.611857062905234,SMS,In-person,4,71.55779022974554,High,110,1,0,0,1,3
454,43,Female,Married,35596,85,1838.4413831143222,161.1975838185693,Weekly,1,0,0,1,780,68.07073628050442,1,Low,City_96,State_1,61446,6.535515371253035,Email,Online,13,97.63193626615907,Medium,44,0,1,1,2,7
455,33,Male,Divorced,46374,68,738.9052500622947,496.02780673989605,Monthly,1,0,0,3,660,1624.9370477854309,2,Low,City_28,State_3,21905,5.60984564653177,Email,Online,3,35.10314953885952,Medium,62,1,0,1,1,8
456,54,Female,Divorced,33775,94,5818.84822352467,28.922136750002934,Weekly,0,1,1,1,586,4661.462879365835,0,Low,City_92,State_6,12461,3.7252864286177263,Email,Online,7,53.26007317821523,High,36,1,2,0,1,0
457,39,Female,Single,57388,90,3642.3514690558345,72.85561850665727,Weekly,1,0,0,2,481,1520.2263481790378,2,Low,City_32,State_7,68687,8.427487071454667,SMS,Online,16,68.79897110435279,High,12,1,1,0,1,7
458,46,Male,Single,51029,66,2827.0333103678854,120.07300045026346,Weekly,0,1,1,3,750,4699.133213221239,2,Medium,City_72,State_1,15673,8.459152717340109,Phone,In-person,17,109.40824929655659,Medium,17,1,0,1,4,7
459,31,Female,Married,83639,76,8091.388864611633,407.4419596980781,Monthly,1,1,0,2,396,1250.6697857462211,1,High,City_25,State_8,86490,4.752365789831602,Email,Mobile,17,20.942591181136443,Low,15,1,2,1,3,4
460,45,Female,Divorced,44645,65,3733.2333441112787,440.4734324413677,Monthly,0,1,1,2,613,1572.8112023076624,1,Medium,City_47,State_4,56772,7.545638277495804,Email,In-person,19,32.241564403911205,High,34,0,1,0,1,9
461,22,Male,Divorced,61105,37,3238.3096003696087,45.011176498616955,Weekly,1,1,1,3,845,3142.0374821927676,0,Medium,City_20,State_9,85956,5.025141422004448,Phone,Online,17,110.63100195536525,Medium,90,1,0,1,3,1
462,64,Female,Divorced,43668,70,8514.877172373202,25.905469463515438,Monthly,1,0,1,4,320,3808.134863946474,0,Low,City_33,State_6,92863,7.656933650200087,SMS,In-person,2,9.546593212789556,High,18,1,1,0,1,6
463,47,Male,Married,45960,34,8478.244631215955,374.83285998124387,Monthly,0,1,0,2,796,2506.93884002442,0,High,City_30,State_1,39564,9.947711410467624,SMS,Online,5,80.45329791688374,Medium,92,0,2,1,4,4
464,63,Male,Divorced,41357,24,3628.0297137750604,75.3424833092706,Monthly,0,0,0,1,702,4410.578435970777,2,High,City_37,State_2,79692,3.362466823877005,Phone,Online,16,78.54547657006442,Medium,75,0,2,0,4,4
465,22,Male,Divorced,94604,64,8341.737139761066,75.1693076665732,Monthly,1,0,1,4,423,201.20210805309625,0,High,City_80,State_3,22251,6.706472114617579,Email,Online,11,49.07425986774486,Low,36,1,0,0,3,5
466,29,Male,Married,81796,86,8522.70705429334,20.959601902270343,Monthly,0,1,1,4,418,4610.974193171853,0,Low,City_53,State_2,89056,4.41890168595907,Phone,Online,6,58.83893808581858,High,14,0,1,1,4,9
467,33,Female,Single,45804,78,4296.912296793696,34.40586001587671,Weekly,1,1,0,3,776,981.5389994770402,1,Medium,City_89,State_7,92085,5.935344072836529,SMS,In-person,11,103.31556442026455,Low,56,1,1,0,2,7
468,43,Male,Single,44626,28,758.0839890707985,139.20097471178968,Weekly,0,0,1,1,402,4421.19372542328,1,High,City_74,State_1,11905,8.867325522669962,SMS,Online,1,23.9729372848796,High,93,1,2,1,5,0
469,43,Male,Married,58132,8,115.687980216767,41.85268981129509,Weekly,0,1,0,1,632,2004.3158974319026,0,Medium,City_69,State_9,62208,4.128182825001893,Email,In-person,19,31.630260002076618,Low,21,1,1,1,5,2
470,38,Female,Divorced,37951,41,5280.595382601051,190.75075491304503,Weekly,1,0,0,4,758,4163.785279355188,0,High,City_8,State_2,85051,1.6514947192711273,Email,In-person,3,63.920297315587405,High,64,0,1,1,1,6
471,56,Male,Married,36449,8,3506.3473843665215,418.05976530140106,Monthly,1,1,1,2,429,3358.3277490184755,2,High,City_97,State_4,72094,8.190434667186633,Phone,Mobile,8,52.120723645003466,Low,63,1,1,1,4,8
472,53,Male,Single,49065,81,9971.605752167823,169.8969260875804,Weekly,0,0,1,2,433,879.7081623913106,2,High,City_1,State_8,26734,5.995223696829112,SMS,In-person,18,71.05283721769611,Low,16,0,0,1,5,9
473,50,Female,Single,39130,93,7746.868896310114,366.63873966389207,Weekly,0,0,0,1,456,4590.237849407242,1,High,City_95,State_3,36886,5.044608524278602,SMS,Mobile,13,110.89650640078652,High,41,1,2,0,3,1
474,47,Female,Married,92287,81,7636.627017869084,56.015882767204744,Monthly,0,1,0,4,724,1227.5869524422983,0,Low,City_7,State_9,73611,2.6499974220633478,Phone,Mobile,1,110.46673203985121,Low,6,1,0,1,3,3
475,54,Female,Married,81702,22,9556.903406044703,333.0938418355515,Monthly,0,0,0,4,734,1220.7005934749955,0,Low,City_62,State_7,46077,1.8356745853412608,Email,Mobile,17,31.45210906722405,Low,26,0,2,1,3,3
476,40,Female,Single,66993,92,8888.471539143877,165.20611979614316,Monthly,1,0,1,4,688,4070.8944831869026,0,Medium,City_87,State_3,15661,3.5086200366209828,SMS,In-person,5,39.74663047761665,High,49,1,0,1,1,6
477,27,Female,Married,61875,70,3250.0560466182483,377.37891056154865,Monthly,1,1,0,3,617,529.3662778626051,0,Low,City_58,State_3,13838,7.470138370127969,SMS,Mobile,12,23.637898349158437,High,105,1,0,0,5,4
478,22,Female,Single,36054,52,1743.273493878376,76.76348688762712,Weekly,0,1,1,1,804,1110.1795318523016,0,High,City_88,State_5,52073,4.705938357761473,Email,Online,11,111.69589271835153,Medium,42,0,0,0,5,4
479,53,Female,Married,78517,37,7484.333424148274,449.96285510459614,Monthly,1,1,1,1,489,2518.3878671053117,2,Medium,City_78,State_5,20378,6.132048286470592,SMS,In-person,18,50.75437497279245,High,11,0,1,0,5,6
480,51,Male,Married,59670,62,3844.9115474604428,128.86282941998894,Monthly,0,1,0,2,710,4152.385143433122,2,Medium,City_87,State_5,18058,1.7384099829668274,Email,Online,8,56.716091661622876,Medium,19,1,2,0,3,1
481,48,Female,Married,79112,87,4784.409251146469,183.03751870777646,Monthly,0,1,1,2,351,737.4198736863374,0,Medium,City_73,State_9,77525,2.1091873917647797,Phone,In-person,13,97.30368978940785,Low,98,1,0,1,3,7
482,27,Female,Single,58307,77,6340.937539620786,475.58854830084044,Monthly,0,0,1,1,745,2738.341172561732,2,High,City_8,State_9,85113,1.1017524780423045,Email,Mobile,2,63.99194937318357,High,6,0,1,1,1,5
483,36,Female,Married,97087,32,9087.939501658882,293.4563562681209,Monthly,1,0,1,1,743,3556.2029590146976,2,High,City_64,State_6,95404,7.059560054941587,Email,Mobile,16,18.77188045547389,Medium,13,1,0,0,2,4
484,49,Male,Single,77922,39,4248.968761342563,189.22804429188076,Monthly,0,1,1,2,681,4302.976123579757,0,Medium,City_8,State_7,99806,3.3800907023957807,Phone,In-person,12,55.35260158591011,High,116,1,1,0,5,0
485,18,Male,Single,93080,14,7854.837213171677,475.3050520464795,Weekly,1,0,0,1,673,4677.827801011098,2,Low,City_3,State_8,43884,9.702339272498458,SMS,Mobile,8,77.51026497704265,Medium,49,0,0,0,1,1
486,22,Female,Married,56312,69,2756.563933619109,171.24793427611567,Weekly,1,0,0,2,674,3923.199572344662,0,High,City_58,State_9,38527,3.7761022929447594,SMS,Online,4,87.70904509205918,Medium,88,0,2,0,3,5
487,62,Female,Married,96985,46,7009.920730143775,56.48664921083809,Weekly,0,0,1,1,688,3264.1419911100093,2,High,City_32,State_6,52187,4.2725623497941,Email,Online,14,79.21546307003281,High,92,1,2,1,2,5
488,21,Female,Single,87608,89,115.6362686713275,498.4559550511157,Monthly,1,0,1,3,778,2168.1004265638294,0,Low,City_68,State_8,48735,5.225408483029387,Email,Mobile,9,18.705782711721778,Low,108,0,0,0,4,8
489,33,Male,Single,70277,13,8727.921413557284,141.2440110738678,Monthly,0,0,1,3,703,560.5507709420981,0,Medium,City_49,State_2,25981,3.872266739129736,Phone,In-person,11,39.999620393609106,Low,110,0,0,1,2,5
490,41,Male,Divorced,61551,64,400.75784154917875,427.11634586280763,Weekly,0,1,1,4,767,3548.6859626276064,2,Low,City_38,State_8,72457,8.356988996894462,Phone,In-person,16,89.35993417076976,Medium,80,0,0,1,1,0
491,33,Female,Single,86597,19,7156.262172149583,91.11498946331275,Weekly,1,1,1,1,804,4963.686522377435,2,High,City_2,State_2,37080,8.885861289981843,SMS,Online,6,106.22187234864859,Medium,32,1,0,0,2,6
492,19,Male,Divorced,75212,61,557.9560736867105,368.36344617091527,Weekly,0,0,0,2,382,3683.8029736604994,1,Medium,City_9,State_8,21797,1.0993247128747856,SMS,Mobile,12,10.426437732159869,Low,109,1,1,1,3,2
493,45,Female,Divorced,39637,73,2735.832424000634,266.9802032914035,Weekly,1,0,0,1,618,83.5554686886314,0,Medium,City_46,State_2,67056,6.891954657052444,Phone,Mobile,19,9.856347428047371,High,41,0,2,1,2,7
494,49,Male,Divorced,73258,26,5022.303795209876,490.64421356216354,Monthly,1,1,0,1,366,2481.2998902091936,0,Low,City_65,State_3,36457,7.174794519090839,Email,Online,16,78.99152087399217,High,47,0,1,0,3,5
495,44,Male,Married,65693,68,4257.392984947558,280.88687448527577,Weekly,1,1,0,4,713,3073.2331624145195,0,High,City_49,State_7,30917,9.65282388938273,Phone,In-person,13,68.0253077287773,Low,25,1,2,1,2,2
496,37,Female,Married,39824,45,1999.1775345500048,22.257424426518522,Monthly,0,1,1,2,752,3448.371005514215,0,High,City_75,State_9,18871,4.333592775411881,SMS,Mobile,4,22.86399080953711,Low,111,1,0,0,1,2
497,41,Female,Single,56950,91,3404.76762592145,305.9002149158031,Monthly,1,1,1,1,497,3598.629178003543,2,Medium,City_29,State_3,29053,2.757519715129229,Email,In-person,12,68.05353189515044,Low,13,1,2,0,4,7
498,29,Female,Divorced,53488,75,7304.2930636035735,81.20506360494676,Monthly,0,0,0,2,558,2790.54220608262,2,High,City_90,State_5,76727,5.685229625879654,Phone,In-person,4,117.06604450259785,Medium,51,1,0,0,5,5
499,52,Female,Married,30215,60,6725.645216538518,401.2850484882227,Weekly,0,1,0,1,597,1116.8016636712014,1,Medium,City_91,State_9,93050,5.02800116120551,SMS,Online,17,77.55352534561187,Low,105,0,0,1,2,1
500,50,Male,Married,41523,27,810.9643792627654,429.7184162800505,Weekly,1,1,0,4,579,4711.0033073827335,0,Medium,City_29,State_7,93323,8.125583190436519,Email,In-person,14,56.65123294571764,Low,57,0,1,1,4,2
501,50,Male,Married,98689,29,7498.426673171575,246.22582420941,Weekly,1,0,1,2,599,3483.3323383183097,1,Medium,City_33,State_2,69415,9.135778971119864,Email,Online,17,100.16623611305117,Low,31,1,2,0,2,5
502,60,Male,Married,53834,95,625.1542238505807,393.77851395562635,Monthly,0,1,1,1,428,1184.2001843470473,1,High,City_28,State_5,48398,1.7803722487278693,Email,Mobile,1,29.47458584999743,Low,40,1,1,0,4,6
503,54,Female,Married,64474,10,5474.971252087866,81.10426038598652,Monthly,1,1,1,3,797,1611.6091613513645,1,Low,City_95,State_5,85058,8.619215307840179,Email,In-person,1,52.64753954509502,High,65,0,1,1,3,3
504,29,Male,Divorced,73066,38,2674.6212056176873,251.11831140246656,Weekly,1,1,0,2,737,4609.638353151849,1,Medium,City_83,State_9,15030,9.180737903993425,Email,Online,2,65.69330755824745,High,8,1,1,1,4,7
505,20,Female,Divorced,40400,67,5918.132262842207,203.03268969838646,Monthly,1,1,0,4,591,4437.425933536679,1,Low,City_26,State_2,11381,9.317222904379216,Phone,Online,17,63.02208758583688,Low,9,1,1,0,5,2
506,18,Male,Divorced,40345,13,2687.1511198149283,309.54551965600984,Weekly,0,1,1,3,506,2025.732191790448,2,Low,City_29,State_1,26753,7.878788729660844,Email,In-person,1,110.91183395928252,Medium,113,0,2,1,4,5
507,50,Female,Divorced,63896,64,9851.083899295727,31.793822513548392,Monthly,1,0,1,2,593,191.5361099572549,2,Low,City_11,State_4,15092,7.678743048136702,Phone,Online,12,38.65683233336772,Medium,98,0,2,1,5,6
508,57,Female,Single,58899,53,3166.309018902565,378.5401907418274,Monthly,0,0,1,2,328,242.48684446969094,1,Low,City_96,State_4,62946,1.1340709750218063,Email,Mobile,13,11.497927883906257,High,67,1,1,1,5,7
509,27,Male,Divorced,58229,55,2495.4102931775105,48.773351842595,Monthly,0,0,0,2,478,1419.5914545919452,2,Low,City_85,State_1,97620,9.281724602408456,SMS,In-person,14,110.38337851908032,Medium,69,1,2,1,4,3
510,60,Female,Married,35583,64,2856.806380061925,331.67104358978077,Monthly,1,0,1,2,340,3145.6110966949973,2,Medium,City_34,State_7,90093,4.1635469242789895,Email,Mobile,10,29.962780570909402,Medium,55,1,0,1,5,4
511,61,Female,Divorced,34897,74,8975.081286867024,19.044040514572668,Monthly,1,0,1,1,769,2920.973176672809,1,High,City_86,State_2,68520,1.3700970695565307,Phone,Online,12,48.588217007321354,High,97,0,2,0,5,5
512,46,Male,Single,34567,41,6398.566403826513,417.6251512407975,Monthly,0,1,0,1,491,3169.1389347197137,2,Low,City_48,State_9,18567,4.7168137909586605,SMS,Mobile,18,66.05253681957888,Low,24,1,1,0,3,0
513,30,Female,Married,43329,35,7333.772564465687,95.60281880965285,Monthly,0,1,1,2,643,3586.4148596605332,2,High,City_27,State_7,90152,7.595673699434944,SMS,Online,7,117.22625411304455,Low,48,0,0,0,1,8
514,29,Female,Divorced,30228,45,9188.30404993407,262.5937632287253,Weekly,1,1,1,4,577,95.16126796369207,0,High,City_72,State_7,94680,4.9775968146258665,Phone,Online,19,66.55587078728878,High,97,1,0,0,3,2
515,48,Female,Divorced,67052,66,9127.537599965573,138.13152282653348,Monthly,0,1,1,1,654,525.4279758622143,1,Medium,City_40,State_1,37866,7.822099805249492,SMS,Mobile,15,56.49048025307509,Low,87,1,0,0,1,1
516,63,Male,Divorced,87769,97,7415.563881129403,364.09712900992355,Monthly,1,1,1,2,828,1797.4172591360632,0,Low,City_31,State_9,44711,5.584684842201122,Phone,In-person,7,72.11842514452937,Low,19,0,0,0,1,6
517,19,Male,Married,76032,62,2058.4618455290965,167.4620390929634,Weekly,0,1,0,2,385,774.2999876079087,0,High,City_65,State_9,58743,3.6948443331425684,Email,In-person,14,116.64293839047085,High,112,0,0,1,3,3
518,52,Female,Married,63686,18,8449.395874682554,365.05850485827546,Weekly,1,1,1,4,616,376.6002127227708,1,High,City_39,State_2,35386,2.826211097381794,Email,In-person,9,99.06362885699065,High,19,1,1,1,5,3
519,40,Male,Single,93261,40,2117.3827384915307,149.58689134938348,Weekly,0,1,0,4,636,3204.8219799866597,0,Low,City_98,State_9,96842,4.7899296581832305,Phone,Mobile,5,24.43133567587104,High,59,0,1,0,3,9
520,34,Female,Married,32809,40,7454.698259574477,378.7118145585224,Weekly,1,1,1,4,444,4076.6823874554952,0,Medium,City_24,State_2,33013,1.3222310654254166,Email,Mobile,1,97.37490171398404,Medium,34,1,0,1,5,8
521,43,Female,Married,71785,83,6887.470358794256,24.996693205083076,Monthly,1,1,0,3,614,3763.1332871714126,2,Medium,City_92,State_2,16885,4.802895144985666,SMS,Mobile,16,101.72639187744717,High,8,0,1,0,3,6
522,25,Female,Divorced,66547,12,7612.999616390422,148.82255433318574,Monthly,0,1,1,2,524,4085.198893045896,0,Low,City_68,State_8,42821,1.617580870881619,Email,Mobile,5,84.42982195522363,High,103,0,2,0,3,8
523,46,Female,Married,72818,30,5373.588239066776,254.33041815573668,Weekly,1,1,1,4,722,3329.282720289386,1,High,City_82,State_3,24045,8.893042369667189,Email,In-person,8,80.5818478042354,High,78,1,1,0,2,0
524,43,Female,Divorced,95681,40,6423.389204267274,32.07919514066548,Monthly,0,1,0,2,353,3676.726609071011,2,Medium,City_93,State_3,28780,6.179329286627613,SMS,In-person,19,55.70085509749749,High,109,0,2,1,4,2
525,27,Male,Divorced,67333,52,9537.868796299128,101.15669007192653,Weekly,0,0,1,1,367,1358.8938710415066,2,Medium,City_23,State_7,35550,6.814386666372337,SMS,Online,12,78.79496951873718,Low,10,1,1,1,3,9
526,43,Female,Married,46576,89,1100.7770823247274,467.92312100418957,Monthly,0,1,1,2,633,4965.040181420822,2,High,City_61,State_6,99771,3.599775913992493,Email,Mobile,8,89.82112179750965,High,98,0,2,1,4,9
527,51,Male,Single,69405,32,3157.588020338038,488.64878993829274,Monthly,0,0,0,2,376,915.8282724694355,1,High,City_27,State_7,88377,3.0323896884959107,Email,In-person,8,19.12432852854439,High,110,0,2,1,5,5
528,58,Male,Single,61601,72,6152.4344296739855,372.47747422133796,Monthly,1,1,1,3,838,1072.4693719469126,1,High,City_16,State_6,58284,7.371147242560659,Email,In-person,6,34.5929454210951,Medium,10,1,0,0,2,0
529,24,Female,Married,97946,66,9644.135888301744,133.5780248022873,Monthly,0,1,1,1,454,1444.6091590792344,1,High,City_45,State_9,70238,7.044089347196419,Phone,In-person,9,27.319416081123812,Medium,50,1,1,1,2,4
530,21,Female,Single,97356,84,1046.1870318597514,137.65354826362483,Monthly,0,1,1,1,371,4876.662150532894,0,Low,City_27,State_2,57184,2.104106107185685,Phone,In-person,2,101.73936124419164,Low,69,0,0,1,1,3
531,62,Male,Divorced,82116,90,323.23729314785567,326.4372753195857,Weekly,0,0,1,3,800,4941.44294676953,0,High,City_73,State_8,70623,3.1477724479150373,Email,In-person,18,83.20029802615328,High,69,1,2,1,4,3
532,28,Male,Divorced,92894,80,651.9210248562473,67.62381213336387,Monthly,1,0,1,4,746,3974.4687485324876,2,Medium,City_5,State_6,31305,9.519182078231891,Email,In-person,1,56.839532051145305,High,48,1,1,0,2,6
533,46,Male,Married,64635,84,618.8162959658682,474.67159641087966,Monthly,0,1,0,4,658,3145.2879927981685,2,High,City_59,State_4,50021,3.7375968297839304,SMS,Mobile,11,99.99641130617384,High,48,1,1,0,5,4
534,53,Female,Single,37465,55,9087.376991996303,120.15832075999045,Monthly,1,1,0,2,576,2600.312875923067,1,High,City_72,State_6,96759,1.232483592874435,Email,Online,15,87.42985409913874,Medium,113,1,0,1,1,6
535,42,Male,Single,86754,46,7240.453288544864,499.8214564584675,Monthly,1,1,1,3,612,4853.104228434228,1,Low,City_82,State_6,53184,1.5740384574347361,Email,Online,12,110.06320437770914,Low,56,0,1,1,2,0
536,38,Female,Divorced,68871,33,6803.353025343155,252.9095596982056,Monthly,0,1,1,4,404,3478.1140142912377,0,Low,City_35,State_3,28942,7.979453172549401,Phone,Mobile,3,13.832804551260311,Medium,18,1,1,1,5,8
537,53,Female,Married,92874,86,5273.470920591914,388.0006946065388,Weekly,1,0,0,1,394,4723.650641630151,0,High,City_70,State_8,87418,7.814401161089545,Phone,In-person,19,63.55309887724205,High,95,0,1,0,4,7
538,27,Female,Single,59511,14,7841.330908024303,11.070206307723044,Monthly,0,0,0,3,518,1582.7539973881194,1,Low,City_87,State_5,34714,4.436445424904782,Phone,Mobile,19,86.27600891126934,Medium,78,1,2,1,5,6
539,54,Male,Married,78821,43,1640.915128339749,445.48573832830454,Weekly,1,1,0,4,427,1668.873961347828,1,Low,City_46,State_4,61672,2.3788069879999556,SMS,In-person,10,28.86171648255726,High,73,1,0,0,5,9
540,26,Female,Single,95776,86,3980.2177789055304,142.30100194248442,Monthly,1,0,0,1,499,4273.622970592178,0,Low,City_90,State_2,96557,5.482946952264223,Email,In-person,16,42.619516676706866,High,108,1,2,0,5,1
541,41,Female,Divorced,74462,5,4951.042082567001,337.289004828552,Monthly,0,0,0,3,631,749.2746029264719,2,Low,City_56,State_1,53201,3.9869978969841875,Phone,In-person,6,53.18226890178006,High,100,1,0,1,3,5
542,52,Female,Divorced,91382,43,1193.05402699959,405.1140875888589,Weekly,1,1,0,2,846,4729.639306480379,2,High,City_24,State_7,73296,4.365715131074584,SMS,In-person,9,96.34744610111775,Low,74,0,2,0,2,3
543,52,Female,Married,62574,25,4253.185722441418,90.43239287391101,Monthly,0,1,1,2,591,2537.3717733170374,0,Low,City_10,State_3,62979,3.3488681867916688,Email,In-person,8,61.76126312157744,Medium,12,1,2,1,5,2
544,53,Female,Divorced,71910,69,3233.3676146999414,226.8296458513222,Monthly,1,1,1,1,365,4632.069392918489,0,Low,City_79,State_3,98549,1.5657212143851256,Email,Mobile,16,61.68005377749577,High,97,1,2,1,1,7
545,35,Male,Single,55186,19,452.2632433552801,251.97961091944245,Weekly,0,0,1,4,703,1683.9639436290654,2,Medium,City_38,State_3,93257,8.120433491579803,SMS,Mobile,8,54.55207613349671,High,109,0,2,1,3,3
546,56,Female,Divorced,52813,8,1453.6804870194287,162.93853801621023,Monthly,0,1,1,4,445,3579.794520696985,0,High,City_84,State_3,87817,6.5639874234686735,Email,Online,18,31.287745269076268,Low,83,1,0,1,5,2
547,49,Female,Married,48557,64,7663.964549357971,246.06035656720093,Weekly,0,0,1,3,829,2414.3756098634485,2,Low,City_93,State_2,24008,8.511716113926292,SMS,In-person,5,111.15322659546794,Low,93,1,1,0,5,4
548,41,Male,Married,58060,65,278.5753040959801,165.59737225111564,Weekly,0,1,0,1,701,3134.0181512273653,2,Medium,City_70,State_6,70196,5.528817796452333,SMS,Mobile,12,41.54712887551767,High,47,1,0,1,2,8
549,40,Female,Married,88866,24,9349.107661053975,186.76639507705252,Weekly,1,1,0,4,424,2521.8624656957613,0,Low,City_48,State_3,12294,9.864879751945931,Phone,Mobile,6,70.25855098853856,High,107,1,1,1,3,9
550,49,Male,Single,36080,14,955.6038612276504,337.9722775643421,Monthly,0,0,0,2,813,4835.578086856807,1,High,City_9,State_1,29061,9.662724184641448,SMS,In-person,2,22.109669585065248,High,10,0,0,0,5,2
551,54,Female,Single,43854,91,8012.457132614236,319.97070146944856,Monthly,0,0,0,1,631,3460.5269890695863,1,Medium,City_50,State_9,65733,3.44605138386888,Phone,In-person,4,54.937990091390425,High,52,0,0,0,5,8
552,29,Male,Single,97695,38,8996.303755340361,123.81020564078737,Weekly,0,0,0,2,779,1256.5948431315771,1,Medium,City_69,State_6,50004,4.48279231181132,Email,Mobile,16,108.93740435946003,Low,53,0,0,1,4,3
553,30,Male,Single,57025,52,9417.242290019427,449.76661354975806,Monthly,0,0,0,1,697,4548.384609525423,1,High,City_48,State_6,90625,7.774384716736836,Phone,In-person,14,119.47850242871809,Medium,103,0,0,0,1,9
554,40,Female,Single,82982,37,8688.022532610128,432.7663873789814,Weekly,1,0,1,3,329,1470.1486907755218,1,Medium,City_39,State_9,61293,7.989431157799982,SMS,Mobile,17,46.601463524348716,Low,97,1,2,1,1,3
555,42,Female,Divorced,71081,65,2946.745390311888,259.4508202780763,Monthly,0,0,1,4,355,1858.0254965042814,1,Medium,City_83,State_2,63682,9.196292226162011,Phone,Online,19,22.708912826148584,Low,52,1,0,1,2,1
556,52,Female,Single,34368,14,3397.5626002509225,222.29286392091768,Weekly,1,1,0,4,431,510.61849010106687,1,Low,City_5,State_9,20237,6.873704502420281,Email,In-person,4,41.16192557399544,Medium,13,0,0,1,3,7
557,58,Male,Single,57094,58,4322.802416239752,194.65943166221334,Monthly,0,0,1,4,530,4499.832598980954,0,Medium,City_84,State_3,21694,5.276088792218863,Phone,Online,18,42.63280336450724,High,26,1,1,0,5,3
558,47,Male,Divorced,76040,88,1479.037225130298,356.5612801465552,Weekly,0,0,0,2,694,1430.560116139315,0,High,City_11,State_3,96472,4.398863946891874,Email,Online,12,79.11851134246653,High,93,1,2,1,3,2
559,34,Male,Single,96766,69,320.4973051655162,339.11636803264054,Monthly,0,1,1,4,451,1294.5880896569117,1,Low,City_60,State_3,20468,4.772606962573201,SMS,Online,2,62.05802331687443,Medium,29,0,2,0,2,2
560,37,Female,Married,53991,81,8704.303981382243,106.12849739960956,Weekly,0,0,0,1,801,4601.312989974769,0,Medium,City_27,State_1,28461,8.653646359516081,Phone,In-person,6,93.37286875054751,Low,18,0,0,0,4,0
561,42,Male,Single,31301,5,5585.874290483518,339.014435337177,Monthly,0,0,0,2,805,4027.6343120251668,2,Low,City_93,State_7,85376,9.820079592466552,Email,Online,6,85.64987771721033,High,118,0,0,1,2,7
562,39,Male,Single,58610,9,6126.357127564342,133.69128510999957,Weekly,0,1,1,3,685,705.394607596872,1,High,City_7,State_7,84062,1.4671826642796848,Email,Mobile,3,33.90050325140332,Medium,20,1,2,1,1,4
563,30,Female,Married,64678,84,9277.185900696173,19.093584896527528,Monthly,1,1,0,2,832,3846.6225195184034,2,Medium,City_60,State_2,88000,6.222201967363966,Phone,Mobile,8,95.18940433686448,Medium,115,1,2,1,4,4
564,36,Male,Married,54466,19,6684.689763324795,352.61225199331477,Monthly,1,1,1,3,747,4565.165490268953,0,High,City_50,State_6,86599,5.680485748549076,Phone,In-person,12,102.45811469520383,Medium,94,1,0,0,5,3
565,53,Male,Married,70875,32,6939.449692964153,325.9488652057673,Weekly,0,0,1,2,425,392.55609105371957,1,High,City_67,State_4,90280,4.385280473632452,Phone,In-person,3,73.8148718217102,High,114,1,0,0,2,4
566,29,Female,Married,56081,99,7890.989619523748,211.2965385634273,Monthly,0,1,0,4,788,4126.074974522865,2,Medium,City_69,State_7,23064,8.664187987235568,Phone,Online,2,111.68178656358626,Medium,58,1,0,1,3,4
567,58,Male,Single,54354,27,1251.8496535882973,267.586167400558,Monthly,0,0,0,3,745,2737.1002593652797,0,Medium,City_55,State_7,97276,6.181687152054288,Phone,In-person,1,95.03903411447328,Low,97,1,1,0,3,8
568,36,Female,Married,48300,21,3665.6053168165363,474.1129039358222,Monthly,1,1,0,4,769,3345.9872468940034,1,Low,City_77,State_4,23589,3.8180445601017516,Email,Mobile,18,73.47052929041789,Low,108,0,2,0,1,5
569,29,Female,Married,94384,17,9685.258484263326,301.6480886436645,Monthly,0,0,1,2,648,2464.2716945246843,1,High,City_16,State_3,63324,4.996936345033902,SMS,Mobile,18,109.20908969103297,Medium,77,0,1,0,1,8
570,26,Female,Divorced,90892,18,9237.007773196005,332.3631283149004,Weekly,1,1,1,3,807,3489.0154245263934,2,Medium,City_12,State_7,10932,4.211232016454995,Email,Mobile,8,74.04122522766198,Medium,36,0,2,1,1,7
571,24,Female,Married,65525,15,8852.34543347083,41.31654726507914,Monthly,1,1,0,1,756,170.48930833376608,2,High,City_27,State_9,27019,4.870770469445006,Phone,In-person,14,64.93697964379413,Medium,76,0,2,1,1,2
572,45,Female,Married,56532,32,4575.676252355827,91.33728573081137,Monthly,1,1,0,1,684,3813.5336161164187,2,Medium,City_33,State_4,65835,1.6413921130955917,Phone,Mobile,13,45.96970914727681,Low,56,1,2,0,5,1
573,31,Male,Divorced,36464,46,8586.210240509376,157.46661544167821,Weekly,1,0,0,2,747,166.71848929479205,0,High,City_79,State_6,32157,2.0072423459522954,SMS,In-person,15,106.52928301836121,High,52,0,2,0,4,5
574,48,Male,Divorced,46562,65,579.1192312630794,274.2958658337901,Monthly,1,0,0,3,414,2276.4992387367174,2,Low,City_85,State_7,62381,6.6132251497324885,Phone,Online,15,19.113624650374483,Low,44,0,2,1,1,1
