Year,Month,Day,Open,High,Low,Volume
2019,10,18,-1.1746824560195939,-1.206629863186727,-1.2715729660471187,2.0103250698547064
2019,5,22,-0.5260186827655269,-0.46240183906818355,-0.4727368147346973,-0.26034206010242217
2018,8,1,-0.7352163585100242,-0.7060812141858538,-0.6942867806516273,0.14559089092448907
2021,4,23,0.900757633213442,0.8400909916826085,0.8919655819315133,0.020048370422412098
2018,5,18,-0.83887024998728,-0.8743649743755432,-0.8010647422459525,-0.9498638115841089
2020,5,5,0.13114870567832387,0.10390752464620762,0.13880973324073878,-0.24554634880049966
2018,6,27,-0.057828289815578936,-0.07765946215311383,-0.16153892576214102,2.0103250698547064
2020,2,13,-0.34696315906319936,-0.3229291991117037,-0.2899198086272875,-0.7138345119574818
2020,6,15,0.07294375327080253,0.061719541267388316,0.08037702164653035,-0.7183850382805685
2020,2,25,-0.39382936890603937,-0.41385299764654154,-0.46873965537765966,-0.19486648706509202
2018,11,30,-1.1875327499804327,-1.2074717127063865,-1.1792603525653145,1.203809286606456
2021,10,11,2.0742103056305337,2.0535304253975792,2.0918377756182913,-1.1358373216567799
2022,2,3,0.07332178285258857,0.08763113740996854,-0.025639723543799623,0.6954764918063095
2021,9,2,1.6063030852594824,1.6731848684903394,1.6816654424142186,-0.27321354884486804
2020,11,17,0.6277802214897518,0.6325190715423085,0.6840245040738758,-0.918556190481271
2021,9,9,1.821642163750091,1.7730887101629567,1.8041459869194425,-1.1119925637238046
2020,6,19,0.33486587847420257,0.3187757888849682,0.36759251596520237,-0.33702492939832646
2020,9,23,0.73096179331332,0.6655397387113938,0.5902844444810234,-0.9111973393416505
2021,10,13,2.064572299332198,1.985805392020089,2.0472988741071942,-1.2508226210892956
2021,6,18,0.781607486372939,0.7913548865433113,0.8400039092525025,-0.5286410921116255
2020,8,3,0.7292607735814808,0.7782589236513344,0.7923251839787375,-0.35299077604047135
2020,5,26,0.13313287909136204,0.08052177640018436,0.05867884720972435,0.16914961577429913
2018,8,30,-0.4599713173289056,-0.40300197304318935,-0.413352085385227,0.9752168471421313
2019,3,28,-0.5592788229494497,-0.5982261619837936,-0.5498222736613899,-0.7461822533627395
2021,12,15,1.7433114069925626,1.7380100877939215,1.6895645079623083,-1.1348752103770416
2021,4,27,0.9348678391673448,0.8708664305797905,0.9288903399183391,-0.9021222897030371
2018,4,20,-0.7697046034945627,-0.7799801225174912,-0.7706110231743247,0.501364040367203
2020,10,22,0.7654500288490093,0.7038924219606674,0.7140022142678724,-0.06050894700000644
2019,1,28,-0.7462713521159714,-0.7819447311647422,-0.7432027312070192,0.3696328040657274
2020,6,1,0.04866014320788797,0.06387113300331533,0.08570638346538388,-0.9066988190336847
2019,4,29,-0.3779553674264998,-0.42386216337593424,-0.3602487451266233,-0.8864164731364974
2018,3,19,-0.9248548396301047,-0.9624825953724491,-0.9481936446430709,0.7006770933184086
2021,5,18,0.7060166881753787,0.6883642477081112,0.7538774221788291,-1.2689727203665222
2019,3,4,-0.5098612346904459,-0.5392005521194299,-0.5608617339772402,0.06667176297838233
2018,8,21,-0.7812322096685409,-0.7333022625614223,-0.7353989283416644,1.9639032006073307
2020,4,30,-0.03184395293516768,0.042543339957241376,0.00976260163503571,0.188105808285901
2018,12,18,-1.4209194528016005,-1.3483474414318315,-1.3674064254722802,0.8111638724429585
2021,7,2,1.1510575692566187,1.1098686654025556,1.1650012116498232,-1.366483998718384
2019,4,17,-0.45949898822636837,-0.47830397014379217,-0.5364988786310075,2.0103250698547064
2018,3,28,-1.0893590590886033,-1.1327309548550897,-1.1930597659900792,2.0103250698547064
