Date,Open,High,Low,Close,Adj Close,Volume
2021-01-27,550.710022,556.419983,515.72998,523.280029,523.280029,8670300
2019-05-29,353.600006,353.850006,345.899994,349.190002,349.190002,5658900
2021-12-07,619.830017,628.890015,611.400024,625.580017,625.580017,3125200
2019-10-28,278.049988,285.75,277.350006,281.859985,281.859985,6248400
2020-06-24,468.540009,472.359985,454.0,457.850006,457.850006,4826200
2018-05-25,349.899994,354.359985,348.829987,351.290009,351.290009,7817400
2018-07-11,411.339996,419.769989,410.600006,418.649994,418.649994,9713900
2021-09-16,584.299988,587.47998,577.719971,586.5,586.5,1832000
2019-02-08,338.0,348.0,338.0,347.570007,347.570007,7561400
2019-12-17,307.359985,316.799988,306.600006,315.480011,315.480011,10427100
2021-06-18,496.399994,504.48999,495.23999,500.769989,500.769989,5197600
2020-08-12,471.339996,482.48999,470.179993,475.470001,475.470001,5439200
2019-09-20,280.26001,282.5,266.0,270.75,270.75,23832800
2018-10-30,275.570007,290.519989,271.209991,285.809998,285.809998,23685700
2019-07-31,325.160004,331.769989,318.529999,322.98999,322.98999,6259500
2018-03-19,315.799988,317.0,307.339996,313.480011,313.480011,9925200
2019-05-02,378.0,383.5,374.51001,379.059998,379.059998,5398200
2018-10-26,300.51001,313.98999,292.299988,299.829987,299.829987,19616000
2020-08-26,492.5,549.039978,492.079987,547.530029,547.530029,20373700
2021-08-24,551.47998,555.309998,549.27002,553.409973,553.409973,2109500
2018-08-21,331.0,341.5,329.700012,338.019989,338.019989,14783200
2019-08-01,324.25,328.579987,318.73999,319.5,319.5,6563200
2019-04-05,369.0,369.799988,364.660004,365.48999,365.48999,3905500
2018-02-06,247.699997,266.700012,245.0,265.720001,265.720001,12595800
2019-04-16,355.0,364.480011,352.720001,359.459991,359.459991,18740200
2021-08-25,550.159973,552.840027,545.450012,547.580017,547.580017,2065600
2018-03-08,322.200012,322.920013,314.130005,317.0,317.0,11340100
2021-03-05,511.980011,517.76001,498.790009,516.390015,516.390015,5070000
2019-11-18,296.0,304.98999,293.279999,302.570007,302.570007,8616600
2021-01-22,582.099976,583.98999,564.349976,565.169983,565.169983,7550800
2019-09-11,285.700012,292.649994,284.609985,288.269989,288.269989,7405900
2018-03-12,333.559998,333.980011,318.600006,321.299988,321.299988,20369200
2021-01-21,582.450012,588.75,570.400024,579.840027,579.840027,11802100
2020-11-11,483.0,491.679993,478.26001,490.76001,490.76001,5460500
2018-12-14,271.809998,277.670013,265.0,266.839996,266.839996,9915300
2020-05-27,410.380005,420.019989,397.859985,419.890015,419.890015,10446300
2021-12-16,597.090027,602.830017,588.0,591.059998,591.059998,3143200
2019-08-15,299.5,300.630005,288.0,295.76001,295.76001,9629200
2021-03-03,545.929993,548.01001,517.809998,520.700012,520.700012,5362400
2020-09-03,545.0,554.0,521.320007,525.75,525.75,9071100
2019-08-26,295.23999,296.950012,292.5,294.980011,294.980011,4695700
2019-11-22,309.100006,311.399994,304.410004,310.480011,310.480011,5970100
2019-05-20,351.230011,352.420013,345.399994,348.109985,348.109985,4621500
2020-07-17,494.869995,503.589996,484.140015,492.98999,492.98999,24991400
2019-11-29,315.779999,316.619995,313.339996,314.660004,314.660004,2411700
2018-07-10,417.23999,419.440002,413.079987,415.630005,415.630005,9382900
2020-06-12,429.0,434.059998,412.450012,418.070007,418.070007,6461100
2019-09-18,294.98999,296.049988,287.450012,291.559998,291.559998,7811100
2020-07-27,484.51001,496.920013,482.309998,495.649994,495.649994,7863100
2019-04-18,355.0,360.410004,351.640015,360.350006,360.350006,8353200
2020-07-13,567.97998,575.369995,520.960022,525.5,525.5,18399000
2019-07-29,335.980011,336.399994,328.769989,332.700012,332.700012,5782800
2018-11-23,260.109985,265.5,256.839996,258.820007,258.820007,5245100
2018-02-27,294.769989,297.359985,290.589996,290.609985,290.609985,9416500
2020-11-25,485.130005,486.899994,478.920013,485.0,485.0,3598600
2020-02-07,365.040009,371.799988,363.570007,366.769989,366.769989,4385200
2018-12-24,242.0,250.649994,233.679993,233.880005,233.880005,9547600
2019-03-21,374.0,379.0,370.609985,377.869995,377.869995,8544000
2018-08-01,335.869995,344.410004,334.019989,338.380005,338.380005,7790500
2019-08-14,308.01001,308.410004,298.01001,299.109985,299.109985,7355800
2019-03-01,362.26001,362.869995,354.690002,357.320007,357.320007,5526500
2018-12-20,264.640015,269.899994,251.880005,260.579987,260.579987,16792900
2020-11-06,515.0,515.210022,502.51001,514.72998,514.72998,4236300
2020-07-16,526.47998,535.539978,504.359985,527.390015,527.390015,24499000
2020-05-26,427.769989,428.5,413.140015,414.769989,414.769989,7881100
2020-03-23,347.890015,366.109985,340.880005,360.269989,360.269989,13449400
2020-09-17,475.160004,478.399994,463.269989,470.200012,470.200012,5379300
2021-05-26,502.339996,504.140015,500.5,502.359985,502.359985,2465300
2018-11-21,274.420013,275.339996,261.51001,262.130005,262.130005,11023000
2021-12-28,614.950012,618.409973,609.690002,610.710022,610.710022,1882800
2019-07-22,312.0,314.540009,305.809998,310.619995,310.619995,17718000
2019-04-17,365.049988,368.76001,350.600006,354.73999,354.73999,18054100
2019-03-18,362.470001,370.970001,361.859985,363.440002,363.440002,7194700
2020-01-29,349.0,349.399994,338.549988,343.160004,343.160004,7643500
2018-11-05,311.100006,317.529999,303.73999,315.440002,315.440002,10283000
2020-07-23,491.130005,491.899994,472.019989,477.579987,477.579987,7722000
2019-04-08,365.109985,365.940002,359.929993,361.410004,361.410004,4653800
2018-10-09,348.480011,358.720001,347.089996,355.709991,355.709991,8755000
2020-02-28,364.209991,376.769989,356.799988,369.029999,369.029999,11168600
2018-12-06,268.329987,283.220001,267.140015,282.880005,282.880005,13074300
2021-08-17,515.469971,520.789978,514.200012,518.909973,518.909973,2309800
2019-01-11,330.959991,341.089996,328.519989,337.589996,337.589996,19500400
2021-11-29,663.200012,667.98999,658.289978,663.840027,663.840027,2529400
2021-07-08,530.929993,535.5,529.090027,530.76001,530.76001,3269000
2018-06-01,353.880005,359.98999,352.820007,359.929993,359.929993,7112300
2021-08-10,520.0,520.789978,512.969971,515.840027,515.840027,1960500
2019-07-30,329.200012,329.649994,323.230011,325.929993,325.929993,6029300
2018-03-01,292.75,295.25,283.829987,290.390015,290.390015,11932100
2019-09-04,291.25,292.380005,286.51001,291.519989,291.519989,4652500
2018-04-17,329.660004,338.619995,323.769989,336.059998,336.059998,33866500
2018-09-18,353.670013,368.149994,351.559998,367.649994,367.649994,10414000
2019-03-05,351.459991,356.170013,348.25,354.299988,354.299988,5937800
2018-07-05,393.799988,399.23999,390.859985,398.390015,398.390015,8448900
2019-09-26,266.420013,268.049988,260.200012,263.309998,263.309998,7684000
2020-01-07,336.470001,336.700012,330.299988,330.75,330.75,4703200
2021-01-20,565.419983,593.289978,556.859985,586.340027,586.340027,32637500
2021-07-26,514.380005,521.130005,509.01001,516.48999,516.48999,2254500
2021-10-05,606.940002,640.390015,606.890015,634.809998,634.809998,9534300
2019-02-04,342.600006,352.0,341.299988,351.339996,351.339996,9051400
2020-06-30,450.019989,457.589996,447.0,455.040009,455.040009,4198500
2021-09-29,589.01001,609.880005,588.01001,599.059998,599.059998,6221000
2021-07-20,526.070007,536.640015,520.299988,531.049988,531.049988,6930400
2018-08-28,367.230011,369.98999,360.380005,368.48999,368.48999,9222600
2021-02-18,549.0,550.0,538.22998,548.219971,548.219971,2456200
2021-07-19,526.049988,534.909973,522.23999,532.280029,532.280029,3885800
2019-04-25,374.48999,374.76001,365.700012,368.329987,368.329987,6255500
2020-01-27,345.950012,351.899994,341.019989,342.880005,342.880005,7709500
2018-03-13,323.869995,325.839996,313.279999,315.880005,315.880005,12917200
2020-02-11,373.75,378.109985,369.720001,373.690002,373.690002,4772900
2019-11-06,288.190002,290.559998,285.839996,288.589996,288.589996,3438300
2019-01-02,259.279999,269.75,256.579987,267.660004,267.660004,11679500
