Bank Name,State,Date,Asset Growth (%),Revenue (Million INR),Profitability (%),Interest Rate (%),Inflation Rate (%),GDP Growth (%),Stock Market Index,Loan Portfolio (Million INR),Cost of Funds (%),Regulatory Changes (Binary),Demographic Trends,Geopolitical Events (Binary)
State Bank of India,Assam,2022-08-09,2.915234257485568,3475.016718918014,17.447392762677715,7.814947185953948,3.2116069127788696,4.3004649925203005,46105.43166308581,6246.1042471806495,4.016528715774327,1,Positive,0
State Bank of India,Gujarat,2022-08-10,5.457730161000879,2706.5028170041282,17.662209556921326,7.456220688452152,5.728288511057629,4.815152796694539,47193.89389196246,7972.6998458883245,4.461572336359454,0,Neutral,0
State Bank of India,Goa,2022-08-11,5.640290278297135,2593.0711625753106,17.760813626432682,7.95070161954099,3.570386298956117,6.447867368245619,49643.50249882141,6630.433474754572,5.484031938793671,0,Positive,0
State Bank of India,Haryana,2022-08-12,4.544784027814316,2699.406459491699,15.128757832328832,5.779012516851242,5.463750463679113,5.134946821495778,49332.50932309028,6230.602180678099,4.873300846708075,0,Positive,1
State Bank of India,Uttarakhand,2022-08-13,6.418665413748337,3549.3070623623635,17.86384744794902,7.909170898393931,4.633892613321407,4.265190901440275,52996.918620027915,6213.982522349246,5.182713542610397,1,Negative,1
State Bank of India,Himachal Pradesh,2022-08-14,7.606202088614089,3322.7412221408285,16.543861242806635,6.293701609374674,3.233569558826309,5.026676574336713,52394.74653884114,7438.919935339944,4.3296952131210915,1,Negative,1
State Bank of India,Chhattisgarh,2022-08-15,7.553411077440658,2370.3911357349357,12.970028617421772,6.042556385941264,5.866344574314202,6.94415000272384,49263.18293990701,7709.1373280652815,5.035721846251711,0,Neutral,0
State Bank of India,Andhra Pradesh,2022-08-16,4.705036228424793,2348.2186706681687,14.861400638807819,5.15104858090806,3.7408835009756776,5.889050785777609,48337.0420757563,6513.90459901694,3.5810183458826437,1,Positive,0
State Bank of India,Odisha,2022-08-17,2.6794282750445317,2196.7912994267945,16.309987052232024,5.158295773578808,5.5789360360578195,5.2484828392184735,48164.687840614984,6041.81902467047,3.74582236508449,0,Negative,0
State Bank of India,Jharkhand,2022-08-18,7.909047193774008,3320.605439402676,13.4840418949145,7.076033767839964,3.5064300173536926,4.49961554049181,52739.95087294009,6446.180036890712,3.9061411858401245,0,Negative,0
State Bank of India,Kerala,2022-08-19,7.033388518675604,3528.745324443472,15.843691101293324,6.373786983302084,5.561828646425559,6.958530391851085,45520.7240622127,6113.031381593515,4.303903849230439,1,Negative,0
State Bank of India,Telangana,2022-08-20,2.747976087219601,2530.092856650008,15.999602874279717,5.679564878108317,3.039686438715882,6.462547027789386,45128.216495106055,6206.789873260083,5.191489756651526,1,Neutral,1
State Bank of India,Manipur,2022-08-21,7.525051295704234,2041.8899220618257,12.976198462851395,6.841910918975698,4.535341369708442,4.844431907352758,52955.44391926648,6863.016239695285,4.1925321015758605,1,Positive,0
State Bank of India,Uttarakhand,2022-08-22,7.219378172372769,2164.3433349528545,15.390511874716537,5.758574354750333,5.308327738264671,4.210206087163568,49771.463759890496,6459.836741723265,4.809242387030926,0,Negative,1
State Bank of India,Sikkim,2022-08-23,5.113028342756433,3935.720069690061,16.629761465871645,6.732895263033267,5.80438655247835,4.169876672132674,46308.81138553576,7031.8917570508465,4.918628589606967,0,Positive,1
State Bank of India,Telangana,2022-08-24,5.547652614469575,2590.8895549548406,14.993373987215652,6.077626240948071,5.727606408619462,4.3611344485166015,47355.659345945016,6506.987506514381,4.672364708176683,0,Neutral,1
State Bank of India,Himachal Pradesh,2022-08-25,4.394016223220781,3538.4462956762673,12.072618700656644,7.470656679835457,5.458874608642935,5.742305750843265,54325.03953097382,7881.074602205896,4.214483936340272,1,Positive,0
State Bank of India,Punjab,2022-08-26,2.328569832932188,3249.3271377085275,12.054230814475753,7.462088482300338,5.664574048983912,6.786290263616477,53595.02975624898,7811.887935852529,4.654106683427089,0,Negative,0
State Bank of India,Mizoram,2022-08-27,4.011183449875405,2763.879279305792,14.142176063820074,6.4320511943672045,3.5976590575112297,5.4902302840179535,52097.85050223973,7133.612210020932,4.184531185579493,0,Positive,1
State Bank of India,Mizoram,2022-08-28,6.817120691588069,2411.3745243911103,17.557164410590694,6.052457328005047,3.8525528871351864,6.528836447368592,49822.252303373265,6708.847983974772,3.667747477104024,0,Positive,0
State Bank of India,Uttar Pradesh,2022-08-29,2.027792138027617,2242.772836318813,13.372060677621652,6.087679389677284,3.8669055747631758,5.337659859579423,50203.23626191386,6762.293764069471,5.485607956372029,0,Neutral,0
State Bank of India,Punjab,2022-08-30,4.000995030146865,3230.025936077733,15.806182133230124,7.417143577004653,4.131161793005097,6.125750637303476,54752.44535283958,6823.704566288994,3.754364907265022,1,Neutral,1
State Bank of India,Kerala,2022-08-31,4.38901216154566,3549.2675612755756,13.332455224159924,5.984538448392836,4.179962011155566,6.195618211859502,54657.70443884287,7455.158644269888,3.644696767672115,1,Positive,1
State Bank of India,Gujarat,2022-09-01,5.2243736176275375,3287.8085070822613,13.930019937957292,5.627178121120538,4.6336659739640265,4.521891117710016,47152.69045785834,6903.277991037676,5.257061498414312,1,Positive,1
State Bank of India,Arunachal Pradesh,2022-09-02,7.519133698476563,3060.6042664983165,17.088252537608902,5.254065025625921,3.4796392900993243,5.0836481769274355,53111.045663053184,7713.4598930117945,4.10366932178579,0,Positive,1
State Bank of India,Assam,2022-09-03,4.078075966195767,2083.9024468632724,16.37316865361968,6.400079362653225,5.073739991357968,5.911906469614072,46972.426661670164,7888.189571860729,4.800593948147015,0,Neutral,1
State Bank of India,Mizoram,2022-09-04,4.081719211377366,3936.977555188768,12.572395663879263,6.446396296759525,3.5026996179135192,4.212089824553098,47135.37477883951,6671.892306757868,4.158011459324466,0,Neutral,0
State Bank of India,Chhattisgarh,2022-09-05,6.4250074886584905,3597.4283833091495,14.572212125918602,7.522726131208722,3.9309254463136427,5.08462056328887,51760.93034164577,7121.38896275136,4.2829085415889425,1,Positive,1
State Bank of India,Mizoram,2022-09-06,4.713307645338843,2585.6440734019297,12.175018581871587,5.663716089338192,4.510035391818462,5.6043983988435775,49050.01098587549,6190.1130736651285,4.024225944033593,1,Neutral,0
State Bank of India,Telangana,2022-09-07,3.3476289376398918,3959.9406587177014,14.885340879618054,6.142973821005199,5.389321684570432,6.988673479133916,54315.4440710652,6400.938095532718,4.186088011586021,1,Negative,0
State Bank of India,Mizoram,2022-09-08,4.71463709679616,3203.7631792726443,15.974604070206409,7.425217216681073,5.218407699716182,5.423600687867323,45890.09734896009,6826.93153342032,4.321400801173086,1,Neutral,1
State Bank of India,Uttarakhand,2022-09-09,2.845142122278799,3164.845316414493,12.71101574158891,7.47087083224692,4.936603069231567,6.4481702713429705,50115.25640809493,6412.405431803558,4.940832138184685,1,Neutral,1
State Bank of India,Mizoram,2022-09-10,3.05832191903734,3496.146358859064,13.733309633454994,6.153833227936305,3.4673197817405104,5.296201855199853,54185.215304431214,7753.120981577435,4.523072388469584,0,Neutral,0
State Bank of India,Arunachal Pradesh,2022-09-11,4.990206636436879,3623.539576180275,14.387019753012941,6.3773720698600425,4.641136036846733,6.389172167859127,54041.13660479505,6316.572512118196,5.387130434313954,1,Negative,1
State Bank of India,Arunachal Pradesh,2022-09-12,4.513552697027287,3312.9572146630053,17.5171861479363,5.909857672547849,3.2623395053996562,5.786244404860325,46565.29213415741,6911.321643106184,3.583760787677551,1,Negative,0
State Bank of India,West Bengal,2022-09-13,7.489075406408601,2256.1914927324,17.959530092537783,7.797664635257936,4.132089530389952,6.659786324507195,48666.37700096457,7211.398480919752,4.506136645264056,1,Negative,1
State Bank of India,Sikkim,2022-09-14,4.174363394699799,2676.5350119889968,12.269467793973694,5.355931297224741,4.240549590869877,5.232827657050329,51191.21400046696,7383.727816321689,4.668449577663436,0,Positive,1
State Bank of India,Tamil Nadu,2022-09-15,5.4835301016682605,3856.167280652099,16.566047540972352,7.80124826900441,3.1194343183372615,5.812913259464437,46593.94884771402,6766.138739453014,5.340393972148548,1,Positive,0
State Bank of India,Chhattisgarh,2022-09-16,5.793585727517183,2449.2312236877037,14.23034439841406,7.0515993555060295,3.8219642984099154,5.890056041856482,54680.22172045738,7738.198137449457,3.598317047242855,1,Negative,0
State Bank of India,Andhra Pradesh,2022-09-17,2.078566739530002,2744.334047675027,14.35474911737688,6.594716458060193,5.866948401799468,5.25214882540142,54147.49328727661,7136.638302155851,4.646999169870432,1,Positive,1
State Bank of India,Andhra Pradesh,2022-09-18,5.9812242321002635,2864.1537658883917,16.525589840082137,5.097977182353487,5.8608978234890685,4.432936131062444,46669.50179034469,6879.015560895104,5.207259857055914,0,Positive,1
State Bank of India,Odisha,2022-09-19,3.068215801218509,2878.809979388904,17.510558592872453,6.426788575466025,4.0569811627576176,4.280678220737006,46211.554612609856,6134.481268104073,3.983855456238473,0,Positive,1
State Bank of India,Arunachal Pradesh,2022-09-20,7.766421904816731,3225.879164989051,17.70557156701529,6.223244315008197,3.129300326844972,4.050014651798899,45854.084828082654,6929.37893689033,5.252584697047875,1,Negative,0
State Bank of India,Rajasthan,2022-09-21,2.8919763665186777,3886.1516754894155,15.462735516229925,5.483656435925368,3.5372848179845446,6.620602792735644,54094.436640366315,7641.47168163146,3.5380868185485834,1,Neutral,1
State Bank of India,Kerala,2022-09-22,4.487744742362143,2481.38542366501,14.142726955803017,6.969228810501971,4.17665338030062,4.709424736716084,46936.23809795461,7229.082036442631,4.964909258267459,1,Negative,1
State Bank of India,Uttar Pradesh,2022-09-23,2.512098008471863,2243.002752601836,16.725294515152676,7.913452722104857,5.843339093907689,4.6345202478453045,49162.849285443546,7664.324907458236,5.366226442337306,1,Negative,1
State Bank of India,Goa,2022-09-24,7.981245511075684,2394.9409797198746,13.506008299573802,6.686566433193575,3.423597190611555,6.208106201278197,49488.51365652003,6988.023341198611,4.814395323280125,0,Positive,1
State Bank of India,Tamil Nadu,2022-09-25,5.013170061987456,3773.849800418539,15.384444173001107,7.144259829331837,5.290547531004637,4.960048339262175,50990.11044213567,6236.923410188963,4.378058487960896,1,Positive,0
State Bank of India,Bihar,2022-09-26,5.5723101039202625,3291.621625310412,14.151470769149238,5.20535135769805,3.3260476181240763,5.51813407723551,45717.35343747425,6027.2796916717625,3.589762032945436,0,Neutral,0
State Bank of India,Tamil Nadu,2022-09-27,2.4024588643305647,2571.8135784783203,15.939786442247257,6.253000987450984,5.94377273217383,4.487533195892369,47267.58617400516,6606.439093437182,5.340227626645257,1,Neutral,0
State Bank of India,Karnataka,2022-09-28,6.499762822395066,3631.8938779372347,13.44239347736104,5.349075455493487,4.144849497327405,6.879237164385907,54314.903869189264,7395.980942995585,4.44059244538315,0,Neutral,1
State Bank of India,Telangana,2022-09-29,3.2594335585735146,3722.739992726872,13.149557674408955,6.838387506609531,5.325703616697168,6.5547442000517115,54084.10107268569,7580.519807883387,3.557993488671896,0,Neutral,1
State Bank of India,Uttarakhand,2022-09-30,7.3883257366442825,3693.028677380556,17.509434520052622,7.815446474642464,4.0277732484333955,6.59136886889501,52812.90647405692,6591.505669240659,4.879642142657524,1,Negative,1
State Bank of India,Mizoram,2022-10-01,3.230837842892043,3837.853067279109,12.610822097697222,6.985333197414915,4.883006631476427,5.220321245716016,45194.01245618216,6991.307841766495,4.463674507152517,0,Neutral,0
State Bank of India,Goa,2022-10-02,3.1441263239819994,2504.4820403467234,15.03574744640959,5.230409144943264,3.57604825422011,6.2870836411215185,48270.06768496102,6842.2378088681635,3.7486906348848215,1,Negative,0
State Bank of India,Telangana,2022-10-03,2.219298007088569,3510.0838574925565,13.325116697778054,6.063998614955248,3.4380630578908877,4.43162846616934,51279.58735342908,6821.045568702855,3.928543618620519,0,Positive,0
State Bank of India,Chhattisgarh,2022-10-04,4.832401670659996,2921.07899454828,12.233579779954004,6.651990138322555,5.814192418704394,4.025857007775341,47751.90211773476,6462.697426400301,3.6289813609116925,0,Neutral,0
State Bank of India,Punjab,2022-10-05,5.3890467995756985,3683.997105780123,12.216112909748558,6.209623268399756,5.752941833713301,4.059918797734085,54095.86695053778,6272.7422100589165,4.6485870794171475,1,Positive,1
State Bank of India,Arunachal Pradesh,2022-10-06,2.394251836570114,3456.9813543232267,13.051330632634965,7.500932031425517,5.6624068206386475,5.759805212213681,51338.89461832442,6393.377116462426,4.744058958504018,1,Positive,0
State Bank of India,Goa,2022-10-07,6.653165700170064,3552.8948929994494,17.200622127036002,7.444013014129967,4.876300350499781,5.366184715743822,45719.067173164454,6110.664774326692,4.511484596710889,0,Negative,0
State Bank of India,Sikkim,2022-10-08,4.7197330084881655,3312.323675362143,13.69487246386216,6.835493060309664,5.424804633648835,5.554046046725559,54090.055888357034,6396.261483647154,5.13420426600523,0,Neutral,1
State Bank of India,Karnataka,2022-10-09,5.14634161596548,2354.8575389394136,17.702755023451775,6.120373835398116,3.207110810734125,4.022389421251658,54577.66658176223,6018.401795250759,5.222017642616027,1,Negative,0
State Bank of India,Meghalaya,2022-10-10,4.644576481629369,3090.0538377938765,15.489733757935161,5.766009121289732,4.0043671256720375,5.268059858972277,45777.12418391726,7254.516801271957,4.7312487933662535,1,Positive,1
State Bank of India,Meghalaya,2022-10-11,4.404578365251956,3969.3394790490165,14.619685138612596,5.317622954639388,3.941109374271469,6.154204483602582,50323.602348613145,6632.750814775366,3.5255129594148613,1,Neutral,1
State Bank of India,Andhra Pradesh,2022-10-12,5.357841987849307,3874.7761329942377,15.480533008016728,6.064693050459662,4.90693596585784,5.328081105902307,48033.6428221417,7946.289422853817,4.890459311495471,0,Positive,1
State Bank of India,Himachal Pradesh,2022-10-13,2.931441475584275,2086.3474715940233,15.100190311357608,6.239517551623159,4.0678733204119215,6.196657618936667,48928.39076481402,6387.434101552596,4.335998433840703,1,Positive,1
State Bank of India,West Bengal,2022-10-14,3.0915687829716267,2329.6296314588744,16.552657522543953,7.0274687753122205,3.4455203449310425,4.699056893190504,46796.51217955342,6691.657140619188,4.631114966452774,1,Neutral,1
State Bank of India,Uttarakhand,2022-10-15,7.170713726081104,2263.4575469091237,13.694976395837113,6.97447947289272,4.789401226240631,6.439426013445177,50780.721020124125,6715.682317283066,4.798161204037768,0,Neutral,0
State Bank of India,Goa,2022-10-16,7.676692772801797,3451.959819970591,14.118302349601814,5.210324418923771,5.443151762007244,5.765293721360357,54579.793532488904,6016.902992124921,4.200473228654154,1,Neutral,0
State Bank of India,Meghalaya,2022-10-17,4.239855897678518,3635.57065971389,17.364565815199505,6.185777946293474,4.146370483379919,4.632289298289718,50030.72600271609,7678.415906078918,5.334197010343589,1,Negative,1
State Bank of India,Assam,2022-10-18,3.6244680388613224,2427.022732621344,17.67873907890243,5.545336601652085,3.3968061452954452,4.7101614275614985,45829.145813944815,6063.98892028865,3.767949733499562,1,Negative,0
State Bank of India,Punjab,2022-10-19,5.863997259434095,3011.7053859036578,17.355349364918847,5.470438115950417,3.5900645919384693,5.884091393708611,51200.013334774085,7880.359669458483,4.843023614562075,1,Positive,1
State Bank of India,West Bengal,2022-10-20,4.452405026588578,3681.4060560223998,14.51668796374388,7.4819064492117375,3.712449915508152,6.48981877963733,48402.22994451257,7784.148702187242,3.508719159913161,0,Neutral,0
State Bank of India,Uttarakhand,2022-10-21,2.152318133962069,3465.603089532501,16.68219301804129,5.125745650148772,3.8996927789836087,5.246883346087466,53559.25189591298,7071.043832171927,5.349302210810362,1,Positive,0
State Bank of India,Bihar,2022-10-22,2.936915584197142,3084.4744109836965,14.858014399806592,6.257548627706364,4.928385211518927,4.774901287382777,49346.781483164705,7087.191149822584,3.725008266476183,1,Positive,0
State Bank of India,Odisha,2022-10-23,6.295833373084385,3180.6953809175457,14.985239112876613,5.504610967299555,4.802836453613157,6.601034820731801,46928.39608942246,7307.555845912313,3.6897684602951495,1,Positive,0
State Bank of India,Uttar Pradesh,2022-10-24,5.953543651460908,3016.7210938325597,13.228080654343703,7.637990647035422,5.0882395847011175,6.007804875252505,46911.05622691145,6774.100023869774,4.1660152661044885,1,Positive,0
State Bank of India,Assam,2022-10-25,2.162575955020901,2595.096902637641,15.546781819551098,6.671121539825105,4.0875059535945395,5.34425646184923,52687.64180721161,7294.444566795711,4.247132572078161,1,Positive,0
State Bank of India,Odisha,2022-10-26,3.331832971597697,3130.043985718032,13.116815386520088,5.694141909130544,5.471992955639935,5.4637005858379055,47655.8759830736,6089.536777376974,3.928600144645757,1,Neutral,0
State Bank of India,Punjab,2022-10-27,3.386448779528428,3377.770604100181,13.989388194403162,6.507281861499129,3.612262983467281,4.612769403809189,52672.33394159223,6108.095254699453,4.670243321854249,0,Negative,1
State Bank of India,Gujarat,2022-10-28,6.03135646159237,3746.6458317216157,17.13018120971961,7.194459079109348,4.407122242554462,5.880407890194531,47058.873107666,6914.460839239089,4.385828196083927,0,Neutral,1
State Bank of India,Punjab,2022-10-29,2.118263226526185,3272.582707958496,13.242454855265132,7.874354026758301,5.402816164624291,5.076227531628666,48216.863687013094,7099.244602212069,3.5683511780821746,0,Neutral,1
State Bank of India,Himachal Pradesh,2022-10-30,2.624651491907443,3522.243074086316,12.426949711040598,5.661338012736257,3.540475943197858,6.986935530023048,49654.869724396995,7775.635280671638,4.139304124510601,1,Neutral,0
State Bank of India,Andhra Pradesh,2022-10-31,6.799496512239136,2320.143269909146,12.414045555676898,7.658545316388036,3.329589341222349,5.440550545785664,54431.95849693451,6209.321267815792,5.120865827146341,1,Negative,0
State Bank of India,Haryana,2022-11-01,3.0712679723260017,2923.11494883958,17.644707123018648,7.802912342502471,5.651051903063969,5.457656818568839,54317.31424753825,7645.2958543877785,4.879403069723737,1,Negative,1
State Bank of India,Gujarat,2022-11-02,5.916476647111248,2018.6632396541866,15.041522627771007,7.749261633596198,4.028788988277588,5.697555362232015,47068.71875422288,6420.094674584139,4.949741707159761,0,Negative,1
State Bank of India,Nagaland,2022-11-03,3.429096686280359,2493.357729043246,14.45647243090211,6.906243070585729,5.051610374727096,6.75026800935624,48582.190412430726,6788.167297020063,4.896233848167047,1,Neutral,0
State Bank of India,Haryana,2022-11-04,2.596648356556071,3452.9234302260097,16.86527148604751,6.889461963304123,3.0760458127918153,6.402454299579251,46493.993884537726,6633.204869654825,4.121946042766067,0,Negative,1
State Bank of India,Andhra Pradesh,2022-11-05,3.4590331459967247,3983.619902698727,17.014955567463097,6.209631899551468,5.070140665228349,5.353390209393524,50099.850793134974,6800.3105457307975,3.6993278441535518,1,Positive,1
State Bank of India,Karnataka,2022-11-06,6.333601591133955,2198.356199174432,13.993146198693628,7.257193646911364,3.9483039346409115,6.156097797918388,49605.82550694667,6300.990996145171,4.044934368066192,1,Negative,1
State Bank of India,West Bengal,2022-11-07,7.1341788086377145,2802.9886317225764,16.161708344842772,6.593882055052796,3.1672225607623252,5.758706496342285,54007.601624507326,7007.14014880711,5.163570600370319,0,Neutral,1
State Bank of India,Tripura,2022-11-08,6.981319187401949,3600.141937398319,16.62673689511132,7.0323142136848835,4.829438284644351,5.477101146103747,54300.053777910725,7603.285179662735,5.460941595566142,0,Neutral,0
State Bank of India,Tripura,2022-11-09,4.383101177710729,2408.0712692577977,15.927904121195727,6.285373711546386,3.72241144821952,4.576947318353051,48835.67391007292,6883.068020757793,4.487694029483123,0,Positive,1
State Bank of India,Nagaland,2022-11-10,6.008510819423877,3110.169898604572,12.909570448800597,7.194489392129418,4.16042172615564,5.3918087903646725,49917.379430189896,6981.227151796398,3.519400709846084,0,Negative,1
State Bank of India,Tamil Nadu,2022-11-11,3.229905772494926,3466.1425920593497,17.25529850110234,7.473414552813647,3.241742436859541,4.737455761067724,53962.36249146133,7697.535170562629,3.780089624268458,0,Negative,1
State Bank of India,Jharkhand,2022-11-12,3.7588863815660796,3231.970900520358,15.234567316416053,5.439308769808449,3.441489753284836,6.744526449554964,53067.07807745061,7412.116229276062,4.144161150632532,0,Positive,1
State Bank of India,Assam,2022-11-13,7.378014911126718,2376.049469230832,13.694834558220021,7.498789146722684,3.8939317064875314,5.006220440489041,45036.56311344649,6980.90881703957,4.657170697185899,1,Neutral,0
State Bank of India,Gujarat,2022-11-14,2.0780115410644164,2710.769137371479,14.551369112626164,6.6208895953709215,3.2692785016804713,6.856792043600117,48200.595641835826,6515.39129637836,3.650187291610628,0,Neutral,1
State Bank of India,West Bengal,2022-11-15,2.5130511851268085,3567.5835689707947,12.225426542393445,7.533997727270673,5.732478794058945,5.599165870284134,49217.74241936126,7769.853493689933,5.386714597419763,1,Negative,1
State Bank of India,Meghalaya,2022-11-16,3.247317530876164,3108.4530282640335,12.767200807334506,6.293905119023044,3.0181411295519354,5.894633136028481,47297.162836832314,7154.040803381116,4.230167346568802,1,Negative,1
State Bank of India,Uttar Pradesh,2022-11-17,2.1591932232429185,2010.4592270858254,16.593280503095166,6.137121456149105,4.451580656592935,5.628821333467983,46995.71615895939,6442.295220221386,5.325168435849646,1,Negative,1
State Bank of India,Meghalaya,2022-11-18,3.088612610538784,3521.981520056188,12.000069808532198,7.745182197551667,3.3697423743976542,4.3881418509001024,45377.8450659568,6538.23950527602,5.061043605514044,1,Negative,1
State Bank of India,Tripura,2022-11-19,5.498249365818153,2070.622709880478,14.499394970893754,5.753507802645204,3.9230372684338457,5.127463657023823,51433.6972506976,7606.266177872492,5.010874545031163,1,Negative,0
State Bank of India,Punjab,2022-11-20,4.528547303554988,3491.4675654624643,15.13506108651353,7.532636975858429,5.778178679454797,4.2974383368328715,47625.102904831656,6088.291124174911,4.713439159564464,0,Neutral,1
State Bank of India,West Bengal,2022-11-21,7.356030266461849,2404.961120330475,12.327806520005833,6.4520617175282124,3.4850836598219606,5.868862132550145,45523.47178431313,7984.1843740576405,4.753567634103689,0,Neutral,1
State Bank of India,Mizoram,2022-11-22,6.904661370430645,3916.1469602387606,17.838468977833998,6.542286327653779,5.8974969591549975,5.3406225856013165,47309.79310528064,6260.7033594295835,4.776006470432496,0,Neutral,0
State Bank of India,Arunachal Pradesh,2022-11-23,4.050904110187256,2735.881502604169,13.356751987498031,5.925404844468452,3.617383130968265,6.333954914712811,53019.139528361266,7592.137050793875,4.757442774051164,1,Neutral,1
State Bank of India,Andhra Pradesh,2022-11-24,3.5565406005877547,2653.863232676158,13.825192317817685,6.719126601857047,5.224698325400489,4.6614114429981095,53514.89181646547,6789.550633543366,4.607456462796723,0,Positive,0
State Bank of India,Meghalaya,2022-11-25,4.278154449003601,2297.7761006648893,13.823655073530164,5.975633588828634,4.640031794691935,4.493698175288005,49830.66245193303,6984.432366574933,5.472828036965778,1,Neutral,1
State Bank of India,Kerala,2022-11-26,5.541769655088847,2611.2084309804295,13.3824999727041,5.117808242724957,5.653436182790277,5.218996692891303,49160.706704086864,7761.301154929156,4.964581134851392,1,Positive,0
State Bank of India,Chhattisgarh,2022-11-27,3.6083818449372576,3753.301523656401,12.008842932517869,5.815995816033068,4.661979766509393,6.779756149655143,54778.536935017815,6825.822379178427,5.053892776785043,1,Neutral,0
State Bank of India,Chhattisgarh,2022-11-28,5.744893447094804,3992.6686752544947,16.37606876452798,5.019137130219772,4.603677657468926,6.1312654450372355,47005.6465958807,7074.987507346469,5.244925630167348,1,Negative,1
State Bank of India,Uttarakhand,2022-11-29,4.456469913147442,2736.6190610136964,17.80107299879571,7.93506436117057,3.5863740011051997,5.256770874378756,47153.59282854608,6098.5993248183395,3.931279525451698,0,Negative,0
State Bank of India,Tamil Nadu,2022-11-30,5.312283085111881,2897.221261909085,13.345760899710271,7.897241629459242,3.498688086154976,5.551816509262932,47918.671770363995,6004.694947734906,3.667608318190122,0,Negative,1
State Bank of India,Himachal Pradesh,2022-12-01,4.6167591748119,3444.1418764054742,15.978283150820534,6.185465892416915,5.749467453346543,4.252639033531295,46727.57318281088,6489.599746003451,4.465788873197197,0,Positive,0
State Bank of India,Himachal Pradesh,2022-12-02,3.7667945572515062,3772.3915609301494,16.451377961752293,7.185112563018938,3.983514596550102,6.953727689128339,48793.65598204186,7361.166185837535,4.528161391238546,0,Neutral,0
State Bank of India,Assam,2022-12-03,7.69071984177294,3186.088668373568,17.09055227454315,6.037418295231275,4.116246764888688,5.999221914084757,54108.342269897534,6242.5297867182735,5.158363559899835,0,Neutral,1
State Bank of India,Odisha,2022-12-04,6.581634764958565,2783.0513963556587,14.535775182081654,7.013279471257928,5.279470975285165,4.856212205390268,51153.47840628574,6227.523917609099,4.387567158564671,1,Positive,0
State Bank of India,Meghalaya,2022-12-05,2.8406790545987155,2825.2436816972477,13.817585433842575,7.416290129137938,4.016470447268422,5.757425182645733,49119.46548612264,6821.921216071807,4.641706051088626,0,Positive,1
State Bank of India,Meghalaya,2022-12-06,7.210807855387477,3391.2362929936135,13.951770804138187,7.840268734076722,5.856187339917009,4.328447098206982,54344.10794571215,7295.674077216453,4.554141877026916,1,Positive,0
State Bank of India,Assam,2022-12-07,4.924587189497082,2006.4365272085574,16.275727998591076,6.200636827549016,5.213783306996401,6.897510006422751,45484.64232475822,7424.143984495861,3.576405567514782,1,Positive,0
State Bank of India,Punjab,2022-12-08,7.367313361364548,3239.1786749196813,16.900676799033818,7.349893948868143,4.79228772772026,4.524354963650098,47102.76177901861,6356.9013481967495,4.730429793193828,1,Positive,1
State Bank of India,Telangana,2022-12-09,6.799131535683891,2710.986020882715,13.089683806539616,5.797785351896357,5.642685481634258,5.944090954165643,50658.88605101759,6159.176294744085,5.156086571548505,0,Negative,1
State Bank of India,Sikkim,2022-12-10,4.551281026815401,3588.3946625541685,14.22564604894659,7.970996911380945,3.148817725048448,4.736363387616791,51155.52623193179,7880.794067891088,3.8150010961516077,1,Neutral,0
State Bank of India,Telangana,2022-12-11,2.134815849920704,2185.9812796462643,17.4116411804949,5.077308796293053,3.7711880765676264,6.152684147945607,45395.57506562613,6521.332765124203,4.688663467853192,1,Positive,1
State Bank of India,Andhra Pradesh,2022-12-12,3.6120641563096765,3176.404533896781,16.840161118168435,6.8105864195033625,4.39510900266273,6.330464101720843,49030.38757907132,7706.692995217448,4.687221088892828,0,Negative,1
State Bank of India,Telangana,2022-12-13,5.249805287965201,2961.9457797722475,17.909150416574853,6.978517944953982,3.680935618414563,6.0202591867342985,51491.539648308724,7726.982900925636,3.8283699281127177,1,Positive,0
State Bank of India,Punjab,2022-12-14,5.800869318956884,3284.651051810455,16.525489558092485,7.0641366712223865,5.231715561906456,5.843498380765578,51980.705464034014,7545.045183525089,3.746927147461472,1,Negative,0
State Bank of India,Karnataka,2022-12-15,3.5473261125992135,2129.707188965937,14.359171206167535,5.361162736367267,5.7576240931611755,6.677407281856035,51381.3990251627,6337.66721330514,5.46010388595297,1,Positive,1
State Bank of India,Mizoram,2022-12-16,2.836136444436945,3159.9675748562627,15.543827003967827,7.815589350419391,4.27131035979277,4.235880132969275,48205.632243609245,7643.602918508401,4.287438339306075,0,Neutral,0
State Bank of India,Haryana,2022-12-17,7.0095814207957945,3122.9691759190473,15.966085525483923,5.543549837150248,4.026397800335685,4.992744297340586,45935.2012359791,7538.501118483173,3.9548434574470583,1,Positive,1
State Bank of India,Bihar,2022-12-18,7.906413084221313,3121.320188832342,12.470734897902744,6.868260209719523,5.8846521964126985,4.744862438892538,49271.124464193344,7193.445980212435,3.84264908890875,1,Positive,1
State Bank of India,Goa,2022-12-19,5.154141093816115,3206.9753331929096,15.26698175462319,5.6680282373692545,4.334557298482622,6.964041886196265,46287.544373680554,6674.404070337905,4.83520342716647,0,Neutral,1
State Bank of India,Haryana,2022-12-20,3.030075715089821,3352.9358744527244,16.255924970835657,5.921649251063813,4.46714520134785,5.16816933900062,54476.23658520667,6525.017208533089,4.718890594654558,0,Neutral,1
State Bank of India,Punjab,2022-12-21,3.6338439591162137,3609.9779993615393,13.003927824006363,6.639375625184373,4.054949617025716,6.197838097721196,49751.708660226286,6243.778424160718,4.7871042459748345,1,Positive,1
